user_id,name,email,department,role,employment_type,privilege_level,critical_asset_access,hire_date,attempts,opens,clicks,reports,creds_submitted,click_rate,report_rate,creds_any,events,downloads_gb,after_hours_events,anom_geo_events,escalate_events,delete_events,after_hours_rate,anom_geo_rate,violations,viol_low,viol_med,viol_high,viol_repeat_sum,viol_high_any,LIKELIHOOD,IMPACT,DETECTABILITY,HTI,risk_band,origin,method,exposure,outcome
USR0011,Troy Liu,teresa28@harrell.net,Finance,HR Specialist,employee,admin,0,2023-11-19,4,0,0,0,0,0.0,0.0,0,19,30.6,8,0,1,0,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.3,0.6,2.21,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0012,Phillip Ryan,georgetracy@hickman.com,Engineering,HR Specialist,employee,elevated,0,2021-02-15,2,2,0,1,0,0.0,0.5,0,12,8.33,7,0,1,0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1458,0.3,0.3,3.72,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0013,Theresa Miller,wcabrera@cannon.net,Operations,Engineer,employee,normal,1,2021-08-30,2,0,0,0,0,0.0,0.0,0,13,11.67,6,1,0,1,0.4615384615384615,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.1308,0.7,0.6,6.41,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0014,Lisa Brandt,jenniferross@santos.com,HR,Contractor,contractor,elevated,0,2022-01-28,4,2,0,2,0,0.0,0.5,0,19,30.869999999999997,8,1,2,0,0.4210526315789473,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.1158,0.3,0.3,2.95,Very Low,contractor,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0015,Alex Spencer,adrianzimmerman@perez.com,Finance,Manager,employee,normal,0,2021-03-11,4,1,0,0,0,0.0,0.0,0,21,31.46,9,0,1,0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.6,0.75,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0016,Michael Lewis,jenniferkhan@kennedy.com,HR,Engineer,employee,normal,0,2021-04-23,4,0,0,0,0,0.0,0.0,0,15,17.36,7,0,0,0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.0,0.6,0.82,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0017,Heather Jenkins,nuneztracey@brown.com,Finance,Engineer,employee,normal,0,2024-11-03,4,0,0,0,0,0.0,0.0,0,21,20.33,10,0,2,1,0.4761904761904761,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.119,0.0,0.68,0.79,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0018,Corey Herrera,robertramirez@baxter.info,HR,Contractor,contractor,normal,0,2024-11-17,3,2,0,0,0,0.0,0.0,0,9,12.03,5,0,1,1,0.5555555555555556,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.1389,0.0,0.68,0.92,Very Low,contractor,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0019,Annette Pearson,novaksara@martin.info,Operations,Contractor,contractor,normal,0,2021-11-27,2,2,0,0,0,0.0,0.0,0,17,10.2,9,0,1,0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324,0.0,0.6,0.93,Very Low,contractor,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0020,Anthony Gray,ybaker@mitchell-horton.net,HR,Analyst,employee,elevated,0,2024-02-24,3,0,0,0,0,0.0,0.0,0,15,13.23,7,0,0,1,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.3,0.6,2.45,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0021,Mr. Daniel Brown,adkinsbrian@woods.com,Engineering,Finance Officer,employee,normal,0,2025-08-23,4,1,0,0,0,0.0,0.0,0,10,14.51,5,1,1,0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.0,0.6,1.02,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0022,Cody Larson,richarddavid@sanchez.biz,Engineering,HR Specialist,employee,normal,0,2024-02-16,3,1,0,0,0,0.0,0.0,0,16,17.81,6,0,1,0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.6,0.66,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0023,Emily Green,john62@brewer.com,Marketing,Contractor,contractor,normal,0,2020-11-19,2,0,0,0,0,0.0,0.0,0,19,21.31,6,0,1,0,0.3157894736842105,0.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0789,0.0,0.76,0.49,Very Low,contractor,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0024,Kristine Garcia,williamanderson@ibarra-suarez.com,Operations,Contractor,contractor,normal,0,2022-04-06,4,2,0,2,0,0.0,0.5,0,25,37.96,11,0,1,0,0.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.38,0.89,Very Low,contractor,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0025,Joshua Turner,contrerasangela@garcia.com,Operations,Finance Officer,employee,normal,0,2024-07-20,3,1,0,0,0,0.0,0.0,0,21,20.43,9,0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.6,0.75,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0026,Douglas Clark,james48@king-odonnell.com,Operations,Manager,employee,normal,0,2021-04-19,3,1,0,1,0,0.0,0.3333333333333333,0,15,13.95,7,0,2,0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1167,0.0,0.4,0.93,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0027,Donald Smith,danagreen@ramos.com,HR,Analyst,employee,normal,0,2021-03-19,2,1,1,1,0,0.5,0.5,0,8,9.16,3,0,1,0,0.375,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.2687,0.0,0.46,2.07,Very Low,employee,social-engineering (phishing),personnel records,negligible impact
USR0028,Stephanie Gardner,brandi26@williams.com,Operations,Finance Officer,employee,normal,0,2025-05-02,2,0,0,0,0,0.0,0.0,0,8,10.54,4,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.6,0.88,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0029,David Garcia,vdickson@frost.com,Operations,Finance Officer,employee,normal,0,2025-09-20,2,1,0,0,0,0.0,0.0,0,18,17.96,12,0,1,1,0.6666666666666666,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.1667,0.0,0.76,1.03,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0030,Sierra Johnson,kimberly63@moore-haynes.biz,Finance,Analyst,employee,normal,0,2025-03-14,4,1,1,0,0,0.25,0.0,0,19,24.41,11,1,1,0,0.5789473684210527,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.2428,0.0,0.6,1.7,Very Low,employee,social-engineering (phishing),payment-approval / payroll,negligible impact
USR0031,Courtney Velasquez,ybailey@walker.com,Engineering,Engineer,employee,normal,0,2022-10-30,4,0,0,0,0,0.0,0.0,0,12,25.19,5,0,0,0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.6,0.73,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0032,Benjamin Ayala,darlene68@crosby-wilson.com,Finance,Finance Officer,employee,admin,0,2021-09-24,4,0,0,0,0,0.0,0.0,0,8,10.989999999999998,3,1,0,0,0.375,0.125,1.0,1.0,0.0,0.0,3.0,0.0,0.1187,0.3,0.68,2.35,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0033,Deborah Rodriguez,yreed@graham-joyce.com,Operations,Engineer,employee,elevated,0,2022-10-06,3,0,0,0,0,0.0,0.0,0,10,18.84,3,1,0,0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.3,0.6,1.99,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0034,Dawn Fletcher,meyerlindsay@ball.com,Engineering,Analyst,employee,elevated,0,2022-12-29,2,0,0,0,0,0.0,0.0,0,18,8.99,8,1,1,0,0.4444444444444444,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.1222,0.3,0.6,2.57,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0035,Tammie Hanson,cortezkevin@estrada-nguyen.com,HR,Manager,employee,normal,0,2023-08-11,4,0,0,0,0,0.0,0.0,0,17,22.13,4,0,1,0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0,0.6,0.41,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0036,Maurice Gray,christinaturner@bass.org,Finance,HR Specialist,employee,normal,0,2023-11-15,3,2,0,1,0,0.0,0.3333333333333333,0,16,28.61,11,0,1,1,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1719,0.0,0.4,1.38,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0037,Jeremy Lowe,yleon@jackson.org,Engineering,Analyst,employee,elevated,0,2022-07-07,3,2,0,1,0,0.0,0.3333333333333333,0,22,23.78,9,0,2,0,0.4090909090909091,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.1023,0.3,0.56,2.21,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0038,Nicole Chambers,lindsayhernandez@sanchez.org,HR,Engineer,employee,normal,0,2025-02-01,4,1,0,1,0,0.0,0.25,0,10,8.469999999999999,7,0,1,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.45,1.36,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0039,Jason Soto,jennifercruz@sanchez-douglas.com,Finance,Analyst,employee,elevated,0,2025-04-20,4,2,0,0,0,0.0,0.0,0,17,16.04,9,0,0,0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1324,0.3,0.6,2.78,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0040,Stacey Osborne,gregoryrubio@marshall.com,HR,HR Specialist,employee,normal,0,2023-02-13,3,1,0,1,0,0.0,0.3333333333333333,0,24,21.82,7,1,1,0,0.2916666666666667,0.0416666666666666,2.0,2.0,0.0,0.0,2.0,0.0,0.0812,0.0,0.56,0.58,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0041,Mary Travis,stephanie79@mcclain.info,HR,HR Specialist,employee,normal,0,2025-04-29,2,0,0,0,0,0.0,0.0,0,15,7.63,9,0,2,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.6,1.05,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0042,Karen Green,maryramirez@washington.com,HR,Finance Officer,employee,elevated,0,2022-01-04,4,0,0,0,0,0.0,0.0,0,18,24.53,8,1,0,1,0.4444444444444444,0.0555555555555555,2.0,2.0,0.0,0.0,4.0,0.0,0.1222,0.3,0.76,2.27,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0043,Steven Miller,jessebenson@lewis.info,HR,Contractor,contractor,elevated,0,2022-12-01,3,2,1,1,0,0.3333333333333333,0.3333333333333333,0,11,7.0,6,0,0,0,0.5454545454545454,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.253,0.3,0.56,5.47,Very Low,contractor,social-engineering (phishing),personnel records,negligible impact
USR0044,Jason Stein,gateskathy@woods-bender.com,Engineering,Contractor,contractor,normal,0,2024-08-09,2,1,1,0,0,0.5,0.0,0,13,30.93,6,0,0,0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904,0.0,0.6,2.03,Very Low,contractor,social-engineering (phishing),source code / build artifacts,negligible impact
USR0045,Tiffany Barnes,tracynelson@johnson-rogers.biz,HR,Analyst,employee,normal,0,2024-06-17,3,0,0,0,0,0.0,0.0,0,21,36.27,8,0,1,1,0.3809523809523809,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0952,0.0,0.76,0.59,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0046,Tamara Hooper,meadowsbrittany@johnson.info,Operations,HR Specialist,employee,normal,0,2021-09-30,3,1,0,0,0,0.0,0.0,0,13,18.64,6,0,0,0,0.4615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154,0.0,0.6,0.81,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0047,Garrett Gibson,kathleen64@king-miller.com,Finance,Analyst,employee,normal,0,2024-08-01,2,0,0,0,0,0.0,0.0,0,14,6.51,3,0,1,0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536,0.0,0.6,0.37,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0048,Trevor Walker,harringtondenise@herring.com,Finance,Engineer,employee,normal,0,2023-12-12,4,0,0,0,0,0.0,0.0,0,19,18.41,8,0,1,1,0.4210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0,0.6,0.74,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0049,John Wilson,stevenscott@jackson-lawson.com,HR,Finance Officer,employee,normal,0,2024-09-23,3,0,0,0,0,0.0,0.0,0,10,8.540000000000001,6,1,1,0,0.6,0.1,2.0,1.0,1.0,0.0,6.0,0.0,0.17,0.0,0.76,1.05,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0050,Eric Lane,barbara66@gonzalez.com,Operations,HR Specialist,employee,normal,0,2021-05-07,2,2,1,1,0,0.5,0.5,0,19,12.22,7,0,0,0,0.3684210526315789,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.2671,0.0,0.46,2.06,Very Low,employee,social-engineering (phishing),ops / ERP / logistics,negligible impact
USR0051,Sarah Burke,hoganashlee@reed.com,HR,Finance Officer,employee,normal,0,2021-03-07,3,2,0,0,0,0.0,0.0,0,17,17.28,11,0,0,0,0.6470588235294118,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.1618,0.0,0.84,0.94,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0052,Alexandria Fisher,xgarcia@snow.com,Marketing,Engineer,employee,normal,0,2024-07-04,4,2,1,1,0,0.25,0.25,0,8,6.4,4,0,1,0,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.2125,0.0,0.53,1.56,Very Low,employee,social-engineering (phishing),brand / social accounts,negligible impact
USR0053,Debra Morton,umarshall@adams.com,Finance,Analyst,employee,normal,0,2022-03-26,3,0,0,0,0,0.0,0.0,0,15,19.03,11,0,0,0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1833,0.0,0.6,1.28,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0054,Paul Hudson,frogers@white-lewis.com,HR,Analyst,employee,normal,0,2022-07-16,4,0,0,0,0,0.0,0.0,0,25,25.54,12,0,0,0,0.48,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.12,0.0,0.76,0.74,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0055,Meredith Hill,blackjames@cortez.net,Marketing,Manager,employee,normal,0,2024-08-18,2,0,0,0,0,0.0,0.0,0,22,23.99,13,0,1,0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1477,0.0,0.6,1.03,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0056,Maria Henry,davisjeffrey@sanchez.net,Marketing,Analyst,employee,elevated,0,2023-06-29,4,1,0,0,0,0.0,0.0,0,20,24.61,6,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.3,0.6,1.57,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0057,Patrick Rivera,qnelson@martinez.com,Finance,Analyst,employee,normal,0,2021-06-08,3,1,0,0,0,0.0,0.0,0,19,8.16,11,1,0,0,0.5789473684210527,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.1553,0.0,0.6,1.09,Very Low,employee,anomalous-behavior (time/geo),payment-approval / payroll,negligible impact
USR0058,Pamela Lopez,joannahill@bray.com,Finance,Analyst,employee,elevated,0,2025-01-01,4,0,0,0,0,0.0,0.0,0,15,6.07,6,0,1,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,2.1,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0059,Isaac Turner,joshuamccann@carter.info,Marketing,Manager,employee,normal,0,2021-05-08,4,3,1,0,0,0.25,0.0,0,8,6.470000000000001,3,1,1,0,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.2062,0.0,0.6,1.44,Very Low,employee,social-engineering (phishing),brand / social accounts,negligible impact
USR0060,Duane Mendoza,jack04@wilson-jones.info,Finance,Finance Officer,employee,normal,1,2021-03-17,3,3,0,1,0,0.0,0.3333333333333333,0,15,18.98,5,1,0,0,0.3333333333333333,0.0666666666666666,2.0,2.0,0.0,0.0,3.0,0.0,0.0967,0.7,0.56,4.87,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0061,Amy Hernandez,christopher31@duran.com,Engineering,Finance Officer,employee,elevated,0,2024-09-19,4,2,0,0,0,0.0,0.0,0,13,10.31,4,0,0,1,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.3,0.6,1.62,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0062,Terry Evans,ntorres@lynch.com,Marketing,Engineer,employee,normal,0,2025-07-30,4,0,0,0,0,0.0,0.0,0,25,19.88,13,0,1,1,0.52,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.13,0.0,0.68,0.86,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0063,Daniel Guerrero,johnarnold@smith.org,Marketing,HR Specialist,employee,normal,0,2023-03-10,2,0,0,0,0,0.0,0.0,0,12,8.39,7,0,1,1,0.5833333333333334,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.1458,0.0,0.76,0.9,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0064,Dwayne Campbell,ojones@french-weber.com,Operations,Analyst,employee,elevated,1,2022-12-18,2,0,0,0,0,0.0,0.0,0,11,13.74,5,0,0,0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,1.0,0.6,7.95,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0065,Maria Kerr,charlesmartin@larson-holloway.com,Finance,Engineer,employee,normal,0,2023-01-13,3,1,0,0,0,0.0,0.0,0,15,26.02,8,0,0,0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,0.0,0.6,0.93,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0066,Eric Powell,vincent77@george.com,HR,HR Specialist,employee,normal,0,2023-11-09,4,0,0,0,0,0.0,0.0,0,13,24.14,8,0,0,0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538,0.0,0.6,1.08,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0067,Darryl Craig,keyemily@johnston-hines.com,Finance,Manager,employee,normal,0,2023-03-11,3,1,0,0,0,0.0,0.0,0,17,18.57,9,1,0,0,0.5294117647058824,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,0.0,0.6,1.01,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0068,Sydney White,fwalters@harrison.com,Marketing,Manager,employee,normal,0,2022-06-11,3,0,0,0,0,0.0,0.0,0,23,32.16,8,0,0,0,0.3478260869565217,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.087,0.0,0.76,0.54,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0069,Christopher Jenkins,zroberts@johnson.com,Operations,Manager,employee,normal,0,2025-09-09,4,0,0,0,0,0.0,0.0,0,14,18.94,7,0,2,0,0.5,0.0,2.0,1.0,0.0,1.0,4.0,1.0,0.125,0.0,0.76,0.78,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0070,Jose Travis,mgutierrez@cox.com,Operations,Finance Officer,employee,normal,0,2021-11-08,3,0,0,0,0,0.0,0.0,0,18,14.23,3,0,1,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0417,0.0,0.6,0.29,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0071,Tanya Kim,omartinez@lloyd.com,HR,Engineer,employee,normal,0,2023-08-07,4,0,0,0,0,0.0,0.0,0,18,11.87,8,0,1,0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.6,0.78,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0072,Willie Durham,pvalentine@jimenez.com,Marketing,Engineer,employee,normal,0,2023-05-20,3,0,0,0,0,0.0,0.0,0,21,34.37,7,1,2,1,0.3333333333333333,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0929,0.0,0.6,0.65,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0073,Ruben Baird,stephenthomas@weeks.com,Engineering,Finance Officer,employee,elevated,0,2025-02-27,3,2,1,0,0,0.3333333333333333,0.0,0,8,9.85,2,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1792,0.3,0.6,3.76,Very Low,employee,social-engineering (phishing),source code / build artifacts,negligible impact
USR0074,Richard Perry,lori44@carpenter.info,Marketing,Analyst,employee,normal,0,2023-07-13,4,1,0,0,0,0.0,0.0,0,23,21.18,11,1,0,0,0.4782608695652174,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.1283,0.0,0.6,0.9,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0075,Juan Daniels,mcantu@allen.biz,Finance,Analyst,employee,normal,0,2021-01-20,2,0,0,0,0,0.0,0.0,0,17,19.22,9,1,1,0,0.5294117647058824,0.0588235294117647,1.0,1.0,0.0,0.0,1.0,0.0,0.1441,0.0,0.68,0.95,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0076,Michele Shepherd,ymcneil@pollard.net,Engineering,Manager,employee,elevated,0,2025-08-31,2,2,0,1,0,0.0,0.5,0,11,10.48,6,2,0,0,0.5454545454545454,0.1818181818181818,1.0,0.0,0.0,1.0,1.0,1.0,0.1727,0.3,0.38,4.2,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0077,Brian Kirk,foxstephen@thomas.com,Engineering,Engineer,employee,normal,0,2023-03-09,3,1,0,0,0,0.0,0.0,0,9,6.77,5,0,0,0,0.5555555555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1389,0.0,0.68,0.92,Very Low,employee,anomalous-behavior (time/geo),source code / build artifacts,negligible impact
