user_id,name,email,department,role,employment_type,privilege_level,critical_asset_access,hire_date,attempts,opens,clicks,reports,creds_submitted,click_rate,report_rate,creds_any,events,downloads_gb,after_hours_events,anom_geo_events,escalate_events,delete_events,after_hours_rate,anom_geo_rate,violations,viol_low,viol_med,viol_high,viol_repeat_sum,viol_high_any
USR0022,Cody Larson,richarddavid@sanchez.biz,Engineering,HR Specialist,employee,normal,0,2024-02-16,3,1,0,0,0,0.0,0.0,0,16,17.81,6,0,1,0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0023,Emily Green,john62@brewer.com,Marketing,Contractor,contractor,normal,0,2020-11-19,2,0,0,0,0,0.0,0.0,0,19,21.310000000000002,6,0,1,0,0.3157894736842105,0.0,2.0,0.0,1.0,1.0,4.0,1.0
USR0024,Kristine Garcia,williamanderson@ibarra-suarez.com,Operations,Contractor,contractor,normal,0,2022-04-06,4,2,0,2,0,0.0,0.5,0,25,37.96,11,0,1,0,0.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0
USR0025,Joshua Turner,contrerasangela@garcia.com,Operations,Finance Officer,employee,normal,0,2024-07-20,3,1,0,0,0,0.0,0.0,0,21,20.43,9,0,0,0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0026,Douglas Clark,james48@king-odonnell.com,Operations,Manager,employee,normal,0,2021-04-19,3,1,0,1,0,0.0,0.3333333333333333,0,15,13.950000000000001,7,0,2,0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0027,Donald Smith,danagreen@ramos.com,HR,Analyst,employee,normal,0,2021-03-19,2,1,1,1,0,0.5,0.5,0,8,9.16,3,0,1,0,0.375,0.0,2.0,1.0,0.0,1.0,1.0,1.0
USR0028,Stephanie Gardner,brandi26@williams.com,Operations,Finance Officer,employee,normal,0,2025-05-02,2,0,0,0,0,0.0,0.0,0,8,10.54,4,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0029,David Garcia,vdickson@frost.com,Operations,Finance Officer,employee,normal,0,2025-09-20,2,1,0,0,0,0.0,0.0,0,18,17.96,12,0,1,1,0.6666666666666666,0.0,2.0,1.0,1.0,0.0,3.0,0.0
USR0030,Sierra Johnson,kimberly63@moore-haynes.biz,Finance,Analyst,employee,normal,0,2025-03-14,4,1,1,0,0,0.25,0.0,0,19,24.41,11,1,1,0,0.5789473684210527,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
USR0031,Courtney Velasquez,ybailey@walker.com,Engineering,Engineer,employee,normal,0,2022-10-30,4,0,0,0,0,0.0,0.0,0,12,25.19,5,0,0,0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0032,Benjamin Ayala,darlene68@crosby-wilson.com,Finance,Finance Officer,employee,admin,0,2021-09-24,4,0,0,0,0,0.0,0.0,0,8,10.989999999999998,3,1,0,0,0.375,0.125,1.0,1.0,0.0,0.0,3.0,0.0
USR0033,Deborah Rodriguez,yreed@graham-joyce.com,Operations,Engineer,employee,elevated,0,2022-10-06,3,0,0,0,0,0.0,0.0,0,10,18.84,3,1,0,0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0
USR0034,Dawn Fletcher,meyerlindsay@ball.com,Engineering,Analyst,employee,elevated,0,2022-12-29,2,0,0,0,0,0.0,0.0,0,18,8.99,8,1,1,0,0.4444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
USR0035,Tammie Hanson,cortezkevin@estrada-nguyen.com,HR,Manager,employee,normal,0,2023-08-11,4,0,0,0,0,0.0,0.0,0,17,22.13,4,0,1,0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0036,Maurice Gray,christinaturner@bass.org,Finance,HR Specialist,employee,normal,0,2023-11-15,3,2,0,1,0,0.0,0.3333333333333333,0,16,28.61,11,0,1,1,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0037,Jeremy Lowe,yleon@jackson.org,Engineering,Analyst,employee,elevated,0,2022-07-07,3,2,0,1,0,0.0,0.3333333333333333,0,22,23.78,9,0,2,0,0.4090909090909091,0.0,2.0,2.0,0.0,0.0,5.0,0.0
USR0038,Nicole Chambers,lindsayhernandez@sanchez.org,HR,Engineer,employee,normal,0,2025-02-01,4,1,0,1,0,0.0,0.25,0,10,8.469999999999999,7,0,1,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0039,Jason Soto,jennifercruz@sanchez-douglas.com,Finance,Analyst,employee,elevated,0,2025-04-20,4,2,0,0,0,0.0,0.0,0,17,16.04,9,0,0,0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0040,Stacey Osborne,gregoryrubio@marshall.com,HR,HR Specialist,employee,normal,0,2023-02-13,3,1,0,1,0,0.0,0.3333333333333333,0,24,21.82,7,1,1,0,0.2916666666666667,0.041666666666666664,2.0,2.0,0.0,0.0,2.0,0.0
USR0041,Mary Travis,stephanie79@mcclain.info,HR,HR Specialist,employee,normal,0,2025-04-29,2,0,0,0,0,0.0,0.0,0,15,7.63,9,0,2,1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0042,Karen Green,maryramirez@washington.com,HR,Finance Officer,employee,elevated,0,2022-01-04,4,0,0,0,0,0.0,0.0,0,18,24.53,8,1,0,1,0.4444444444444444,0.05555555555555555,2.0,2.0,0.0,0.0,4.0,0.0
USR0043,Steven Miller,jessebenson@lewis.info,HR,Contractor,contractor,elevated,0,2022-12-01,3,2,1,1,0,0.3333333333333333,0.3333333333333333,0,11,7.0,6,0,0,0,0.5454545454545454,0.0,2.0,2.0,0.0,0.0,6.0,0.0
USR0044,Jason Stein,gateskathy@woods-bender.com,Engineering,Contractor,contractor,normal,0,2024-08-09,2,1,1,0,0,0.5,0.0,0,13,30.93,6,0,0,0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0045,Tiffany Barnes,tracynelson@johnson-rogers.biz,HR,Analyst,employee,normal,0,2024-06-17,3,0,0,0,0,0.0,0.0,0,21,36.27,8,0,1,1,0.38095238095238093,0.0,2.0,2.0,0.0,0.0,4.0,0.0
USR0046,Tamara Hooper,meadowsbrittany@johnson.info,Operations,HR Specialist,employee,normal,0,2021-09-30,3,1,0,0,0,0.0,0.0,0,13,18.64,6,0,0,0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0047,Garrett Gibson,kathleen64@king-miller.com,Finance,Analyst,employee,normal,0,2024-08-01,2,0,0,0,0,0.0,0.0,0,14,6.51,3,0,1,0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0048,Trevor Walker,harringtondenise@herring.com,Finance,Engineer,employee,normal,0,2023-12-12,4,0,0,0,0,0.0,0.0,0,19,18.41,8,0,1,1,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0049,John Wilson,stevenscott@jackson-lawson.com,HR,Finance Officer,employee,normal,0,2024-09-23,3,0,0,0,0,0.0,0.0,0,10,8.540000000000001,6,1,1,0,0.6,0.1,2.0,1.0,1.0,0.0,6.0,0.0
USR0050,Eric Lane,barbara66@gonzalez.com,Operations,HR Specialist,employee,normal,0,2021-05-07,2,2,1,1,0,0.5,0.5,0,19,12.219999999999999,7,0,0,0,0.3684210526315789,0.0,2.0,2.0,0.0,0.0,6.0,0.0
USR0051,Sarah Burke,hoganashlee@reed.com,HR,Finance Officer,employee,normal,0,2021-03-07,3,2,0,0,0,0.0,0.0,0,17,17.28,11,0,0,0,0.6470588235294118,0.0,3.0,2.0,1.0,0.0,2.0,0.0
USR0052,Alexandria Fisher,xgarcia@snow.com,Marketing,Engineer,employee,normal,0,2024-07-04,4,2,1,1,0,0.25,0.25,0,8,6.4,4,0,1,0,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0
USR0053,Debra Morton,umarshall@adams.com,Finance,Analyst,employee,normal,0,2022-03-26,3,0,0,0,0,0.0,0.0,0,15,19.03,11,0,0,0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0054,Paul Hudson,frogers@white-lewis.com,HR,Analyst,employee,normal,0,2022-07-16,4,0,0,0,0,0.0,0.0,0,25,25.54,12,0,0,0,0.48,0.0,2.0,2.0,0.0,0.0,4.0,0.0
USR0055,Meredith Hill,blackjames@cortez.net,Marketing,Manager,employee,normal,0,2024-08-18,2,0,0,0,0,0.0,0.0,0,22,23.990000000000002,13,0,1,0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0056,Maria Henry,davisjeffrey@sanchez.net,Marketing,Analyst,employee,elevated,0,2023-06-29,4,1,0,0,0,0.0,0.0,0,20,24.61,6,0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0057,Patrick Rivera,qnelson@martinez.com,Finance,Analyst,employee,normal,0,2021-06-08,3,1,0,0,0,0.0,0.0,0,19,8.16,11,1,0,0,0.5789473684210527,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
USR0058,Pamela Lopez,joannahill@bray.com,Finance,Analyst,employee,elevated,0,2025-01-01,4,0,0,0,0,0.0,0.0,0,15,6.07,6,0,1,1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0059,Isaac Turner,joshuamccann@carter.info,Marketing,Manager,employee,normal,0,2021-05-08,4,3,1,0,0,0.25,0.0,0,8,6.470000000000001,3,1,1,0,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0
USR0060,Duane Mendoza,jack04@wilson-jones.info,Finance,Finance Officer,employee,normal,1,2021-03-17,3,3,0,1,0,0.0,0.3333333333333333,0,15,18.98,5,1,0,0,0.3333333333333333,0.06666666666666667,2.0,2.0,0.0,0.0,3.0,0.0
USR0061,Amy Hernandez,christopher31@duran.com,Engineering,Finance Officer,employee,elevated,0,2024-09-19,4,2,0,0,0,0.0,0.0,0,13,10.31,4,0,0,1,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0062,Terry Evans,ntorres@lynch.com,Marketing,Engineer,employee,normal,0,2025-07-30,4,0,0,0,0,0.0,0.0,0,25,19.88,13,0,1,1,0.52,0.0,1.0,0.0,1.0,0.0,2.0,0.0
USR0063,Daniel Guerrero,johnarnold@smith.org,Marketing,HR Specialist,employee,normal,0,2023-03-10,2,0,0,0,0,0.0,0.0,0,12,8.39,7,0,1,1,0.5833333333333334,0.0,2.0,2.0,0.0,0.0,1.0,0.0
USR0064,Dwayne Campbell,ojones@french-weber.com,Operations,Analyst,employee,elevated,1,2022-12-18,2,0,0,0,0,0.0,0.0,0,11,13.74,5,0,0,0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0065,Maria Kerr,charlesmartin@larson-holloway.com,Finance,Engineer,employee,normal,0,2023-01-13,3,1,0,0,0,0.0,0.0,0,15,26.02,8,0,0,0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0066,Eric Powell,vincent77@george.com,HR,HR Specialist,employee,normal,0,2023-11-09,4,0,0,0,0,0.0,0.0,0,13,24.14,8,0,0,0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0067,Darryl Craig,keyemily@johnston-hines.com,Finance,Manager,employee,normal,0,2023-03-11,3,1,0,0,0,0.0,0.0,0,17,18.57,9,1,0,0,0.5294117647058824,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
USR0068,Sydney White,fwalters@harrison.com,Marketing,Manager,employee,normal,0,2022-06-11,3,0,0,0,0,0.0,0.0,0,23,32.16,8,0,0,0,0.34782608695652173,0.0,2.0,1.0,1.0,0.0,5.0,0.0
USR0069,Christopher Jenkins,zroberts@johnson.com,Operations,Manager,employee,normal,0,2025-09-09,4,0,0,0,0,0.0,0.0,0,14,18.94,7,0,2,0,0.5,0.0,2.0,1.0,0.0,1.0,4.0,1.0
USR0070,Jose Travis,mgutierrez@cox.com,Operations,Finance Officer,employee,normal,0,2021-11-08,3,0,0,0,0,0.0,0.0,0,18,14.23,3,0,1,1,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0071,Tanya Kim,omartinez@lloyd.com,HR,Engineer,employee,normal,0,2023-08-07,4,0,0,0,0,0.0,0.0,0,18,11.87,8,0,1,0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0072,Willie Durham,pvalentine@jimenez.com,Marketing,Engineer,employee,normal,0,2023-05-20,3,0,0,0,0,0.0,0.0,0,21,34.37,7,1,2,1,0.3333333333333333,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
USR0073,Ruben Baird,stephenthomas@weeks.com,Engineering,Finance Officer,employee,elevated,0,2025-02-27,3,2,1,0,0,0.3333333333333333,0.0,0,8,9.85,2,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0074,Richard Perry,lori44@carpenter.info,Marketing,Analyst,employee,normal,0,2023-07-13,4,1,0,0,0,0.0,0.0,0,23,21.18,11,1,0,0,0.4782608695652174,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
USR0075,Juan Daniels,mcantu@allen.biz,Finance,Analyst,employee,normal,0,2021-01-20,2,0,0,0,0,0.0,0.0,0,17,19.22,9,1,1,0,0.5294117647058824,0.058823529411764705,1.0,1.0,0.0,0.0,1.0,0.0
USR0076,Michele Shepherd,ymcneil@pollard.net,Engineering,Manager,employee,elevated,0,2025-08-31,2,2,0,1,0,0.0,0.5,0,11,10.48,6,2,0,0,0.5454545454545454,0.18181818181818182,1.0,0.0,0.0,1.0,1.0,1.0
USR0077,Brian Kirk,foxstephen@thomas.com,Engineering,Engineer,employee,normal,0,2023-03-09,3,1,0,0,0,0.0,0.0,0,9,6.77,5,0,0,0,0.5555555555555556,0.0,1.0,1.0,0.0,0.0,0.0,0.0
USR0078,Gina Schwartz,christianmelissa@james.info,Engineering,Contractor,contractor,normal,0,2025-03-14,2,0,0,0,0,0.0,0.0,0,25,30.25,13,2,1,0,0.52,0.08,3.0,1.0,1.0,1.0,6.0,1.0
USR0079,Barry Welch,wendy16@hodges.com,Operations,Contractor,contractor,normal,0,2023-01-21,3,1,0,1,0,0.0,0.3333333333333333,0,23,12.3,10,0,0,0,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0080,Stephanie Williams,carternicholas@sanchez.org,Finance,Engineer,employee,elevated,0,2024-03-31,2,0,0,0,0,0.0,0.0,0,17,21.15,6,1,1,0,0.35294117647058826,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
USR0081,Christopher Lynch,pharvey@durham-thomas.info,Finance,Analyst,employee,elevated,0,2024-01-11,4,1,0,0,0,0.0,0.0,0,24,29.66,11,0,0,2,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0082,Michael Nolan,rsantana@moore.org,Operations,Engineer,employee,normal,0,2022-05-02,4,0,0,0,0,0.0,0.0,0,22,18.93,9,0,1,1,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0083,Melissa Bryant,james67@young.com,Engineering,Contractor,contractor,normal,0,2023-09-18,4,1,1,0,0,0.25,0.0,0,24,22.36,13,0,2,0,0.5416666666666666,0.0,1.0,1.0,0.0,0.0,3.0,0.0
USR0084,Elizabeth Spence DDS,alan09@crawford.com,Finance,Analyst,employee,normal,0,2023-11-16,3,2,0,0,0,0.0,0.0,0,17,18.24,6,0,0,0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0085,Mark Oliver,courtneyberger@williams.com,Finance,Analyst,employee,normal,0,2024-07-02,3,1,0,0,0,0.0,0.0,0,8,9.53,3,0,0,1,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0086,Edward Burgess,jamesbuchanan@schmidt-mcintyre.com,HR,Engineer,employee,elevated,0,2022-02-14,3,1,0,1,0,0.0,0.3333333333333333,0,11,7.8999999999999995,5,0,1,0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0087,Karen Drake,linda71@webster.biz,Operations,Finance Officer,employee,normal,1,2025-09-04,4,1,0,0,0,0.0,0.0,0,21,29.23,10,1,0,0,0.47619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
USR0088,Holly Gibbs,bakerdavid@chambers-chambers.org,HR,Contractor,contractor,normal,0,2022-09-29,4,0,0,0,0,0.0,0.0,0,17,13.82,10,1,2,1,0.5882352941176471,0.058823529411764705,1.0,0.0,0.0,1.0,1.0,1.0
USR0089,Jacqueline Leonard,jjohnson@herman-walker.com,Operations,HR Specialist,employee,normal,0,2024-01-06,3,0,0,0,0,0.0,0.0,0,18,37.06,9,0,0,0,0.5,0.0,2.0,2.0,0.0,0.0,2.0,0.0
USR0090,Michael Banks,taylorsophia@ferrell-wilson.com,Engineering,Engineer,employee,elevated,0,2025-04-11,4,1,0,0,0,0.0,0.0,0,15,17.78,4,1,0,1,0.26666666666666666,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
USR0091,Jesse Santiago,umatthews@mcclure.com,Engineering,Analyst,employee,normal,0,2025-01-03,3,1,0,0,0,0.0,0.0,0,22,36.19,6,0,1,1,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0092,Teresa Ramirez,jeff73@garcia-jennings.net,Engineering,Analyst,employee,elevated,0,2025-05-07,4,1,0,1,0,0.0,0.25,0,12,10.530000000000001,5,1,0,0,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
USR0093,Amy Hill,rushmadison@bates.org,Operations,Finance Officer,employee,elevated,0,2025-09-11,2,1,0,1,0,0.0,0.5,0,16,14.86,7,1,1,0,0.4375,0.0625,1.0,1.0,0.0,0.0,3.0,0.0
USR0094,Gavin Zhang,caseyhubbard@willis.com,HR,Manager,employee,admin,0,2024-09-16,4,1,0,0,0,0.0,0.0,0,23,26.55,12,0,1,0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0095,Linda Ramirez,vanessafernandez@rodriguez.com,Finance,Finance Officer,employee,normal,0,2020-11-29,4,2,0,0,0,0.0,0.0,0,20,27.63,12,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0096,Cynthia Morris,josephmartinez@fox-reese.info,HR,Finance Officer,employee,normal,0,2023-01-29,4,2,2,0,1,0.5,0.0,1,22,18.16,12,3,1,2,0.5454545454545454,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0
USR0097,Kevin Hayes,soniawilliams@boyd.com,Marketing,Analyst,employee,elevated,0,2025-10-31,2,0,0,0,0,0.0,0.0,0,21,41.25,11,0,0,0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0098,Jessica Rodriguez,fjones@franklin-jones.com,HR,Manager,employee,elevated,0,2023-12-17,4,1,0,0,0,0.0,0.0,0,13,11.040000000000001,6,0,0,0,0.46153846153846156,0.0,1.0,0.0,1.0,0.0,3.0,0.0
USR0099,Michelle James,shawn96@mcguire.net,HR,Engineer,employee,normal,0,2024-06-10,4,1,0,0,0,0.0,0.0,0,20,38.01,11,0,0,0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USR0100,Jesse Perez,maria66@davis.com,Engineering,Finance Officer,employee,normal,1,2025-08-10,4,0,0,0,0,0.0,0.0,0,12,9.23,8,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
